"id";"Pais";"Localidad";"Denominación Genérica";"Denominación Específica";"Código";"Naturaleza";"Tipo"
1;"ESPAÑA";"Madrid";"Colegio Público";"AULAS ITINERANTES";"00000025";"Centro público";0
2;"ESPAÑA";"Madrid";"Colegio Público";"CENTROS EXTERIOR";"00000050";"Centro público";0
3;"ESPAÑA";"Madrid";"Colegio Público";"CENTROS ONCE";"00000075";"Centro público";0
4;"ESPAÑA";"Alegria-Dulantzi";"Colegio Público";"COM. DULANTZI";"01000019";"Centro público";0
5;"ESPAÑA";"Amurrio";"Colegio Público";"ZABALEKO";"01000020";"Centro público";0
6;"ESPAÑA";"Amurrio";"Centro Privado con varias Enseñanzas de Régimen General";"VIRGEN NIÑA";"01000068";"Centro privado";1
7;"ESPAÑA";"Ibarra";"Colegio Público";"SAN MARTIN";"01000111";"Centro público";0
8;"ESPAÑA";"Artziniega";"Colegio Público";"ARTEKO GURE AMA";"01000123";"Centro público";0
9;"ESPAÑA";"Artziniega";"Centro Privado de Educación Primaria";"SEMINARIO MARISTA";"01000135";"Centro privado";2
10;"ESPAÑA";"Araia";"Colegio Público";"COM.ARAIA";"01000147";"Centro público";0
11;"ESPAÑA";"Santa Cruz de Campezo/Santikurutze Kanpezu";"Colegio Público";"COM. YOAR";"01000184";"Centro público";0
12;"ESPAÑA";"Elciego";"Colegio Público";"ELCIEGO";"01000202";"Centro público";0
13;"ESPAÑA";"Labastida";"Colegio Público";"LABASTIDA";"01000226";"Centro público";0
14;"ESPAÑA";"Laguardia";"Colegio Público";"VICTOR TAPIA";"01000238";"Centro público";0
15;"ESPAÑA";"Laudio/Llodio";"Centro Privado con varias Enseñanzas de Régimen General";"LA MILAGROSA";"01000317";"Centro privado";1
16;"ESPAÑA";"Laudio/Llodio";"Colegio Público";"FABIAN LEGORBURU AXPE";"01000378";"Centro público";0
17;"ESPAÑA";"Laudio/Llodio";"Instituto de Educación Secundaria (IES)";"ESCUELA MUN.DE F.P.";"01000411";"Centro público";0
18;"ESPAÑA";"Laudio/Llodio";"Colegio Público de Educación Especial";"STA.MARIA DEL YERMO";"01000433";"Centro público";0
19;"ESPAÑA";"Maeztu/Maestu";"Colegio Público";"MAEZTU";"01000445";"Centro público";0
20;"ESPAÑA";"Nanclares de la Oca/Langraiz Oka";"Colegio Público";"COM.JOSE MIGUEL DE BARANDIARAN";"01000469";"Centro público";0
21;"ESPAÑA";"Nanclares de la Oca/Langraiz Oka";"Centro Privado de Educación Secundaria";"COLEGIO APOSTOLICO SAN JOSE";"01000470";"Centro privado";2
22;"ESPAÑA";"Zudiviarte";"Escuela de Educación Infantil";"OKONDO HE.";"01000482";"Centro público";0
23;"ESPAÑA";"Oyon-Oion";"Colegio Público";"RAMIRO DE MAEZTU";"01000494";"Centro público";0
24;"ESPAÑA";"Ribabellosa";"Colegio Público";"UNAMUNZAGA";"01000500";"Centro público";0
25;"ESPAÑA";"Salvatierra o Agurain";"Centro Privado con varias Enseñanzas de Régimen General";"LAUTADA IKASTOLA";"01000524";"Centro privado";1
26;"ESPAÑA";"Salvatierra o Agurain";"Colegio Público";"COM.MARCOS SAGASTI";"01000548";"Centro público";0
27;"ESPAÑA";"Izarra";"Colegio Público";"IZARRA";"01000573";"Centro público";0
28;"ESPAÑA";"Villanueva de Valdegovia";"Colegio Público";"COM.GOBEA";"01000597";"Centro público";0
29;"ESPAÑA";"Abetxuko";"Centro Privado con varias Enseñanzas de Régimen General";"INMACULADA CONCEPCION";"01000639";"Centro privado";1
30;"ESPAÑA";"Ehari/Ali";"Escuela de Educación Infantil";"ESCUELA INFANTIL DE Ehari/Ali";"01000688";"Centro público";0
31;"ESPAÑA";"Arcaute";"Instituto de Formación Profesional";"C.DE CAPACITACION AGRARIA";"01000706";"Centro público";0
32;"ESPAÑA";"Vitoria-Gasteiz";"Centro Privado de Educación Infantil";"CENTRO PREESC.ANGEL DE LA GUARDA";"01000780";"Centro privado";2
33;"ESPAÑA";"Vitoria-Gasteiz";"Colegio Público";"CANDIDO RUIZ DE GARIBAY-ANDRA MARI";"01000937";"Centro público";0
34;"ESPAÑA";"Vitoria-Gasteiz";"Colegio Público";"LUIS DORAO";"01000974";"Centro público";0
35;"ESPAÑA";"Vitoria-Gasteiz";"Colegio Público";"MIGUEL DE CERVANTES";"01001000";"Centro público";0
36;"ESPAÑA";"Vitoria-Gasteiz";"Colegio Público";"SANTA MARIA DE ESTIBALIZ";"01001036";"Centro público";0
37;"ESPAÑA";"Vitoria-Gasteiz";"Colegio Público";"RAMON BAJO";"01001051";"Centro público";0
38;"ESPAÑA";"Vitoria-Gasteiz";"Colegio Público";"SAN MARTIN";"01001073";"Centro público";0
39;"ESPAÑA";"Vitoria-Gasteiz";"Colegio Público";"SANTA MARIA DE VITORIA";"01001085";"Centro público";0
40;"ESPAÑA";"Vitoria-Gasteiz";"Colegio Público";"COLEGIO DE EDUCACIÓN PRIMARIA DE Vitoria-Gasteiz";"01001139";"Centro público";0
41;"ESPAÑA";"Vitoria-Gasteiz";"Centro Privado con varias Enseñanzas de Régimen General";"PEDAGÓGICA SAN PRUDENCIO";"01001176";"Centro privado";1
42;"ESPAÑA";"Vitoria-Gasteiz";"Centro Privado con varias Enseñanzas de Régimen General";"CALASANCIO";"01001188";"Centro privado";1
43;"ESPAÑA";"Vitoria-Gasteiz";"Centro Privado con varias Enseñanzas de Régimen General";"CALASANZ";"01001191";"Centro privado";1
44;"ESPAÑA";"Vitoria-Gasteiz";"Centro Privado con varias Enseñanzas de Régimen General";"NIÑO JESUS";"01001218";"Centro privado";1
45;"ESPAÑA";"Vitoria-Gasteiz";"Centro Privado con varias Enseñanzas de Régimen General";"N.S.DE LAS MERCEDES";"01001221";"Centro privado";1
46;"ESPAÑA";"Vitoria-Gasteiz";"Centro Privado con varias Enseñanzas de Régimen General";"URKIDE";"01001231";"Centro privado";1
47;"ESPAÑA";"Vitoria-Gasteiz";"Centro Privado con varias Enseñanzas de Régimen General";"PRESENTACION DE MARIA";"01001267";"Centro privado";1
48;"ESPAÑA";"Vitoria-Gasteiz";"Centro Privado de Educación Infantil";"ASPER";"01001279";"Centro privado";2
49;"ESPAÑA";"Vitoria-Gasteiz";"Centro Privado con varias Enseñanzas de Régimen General";"PADRE RAIMUNDO OLABIDE IKASTOLA";"01001280";"Centro privado";1
50;"ESPAÑA";"Vitoria-Gasteiz";"Centro Privado con varias Enseñanzas de Régimen General";"SAGRADO CORAZÓN";"01001292";"Centro privado";1
51;"ESPAÑA";"Vitoria-Gasteiz";"Centro Privado con varias Enseñanzas de Régimen General";"CARMELITAS-SAGRADO CORAZÓN";"01001309";"Centro privado";1
52;"ESPAÑA";"Vitoria-Gasteiz";"Colegio Público";"SAMANIEGO";"01001310";"Centro público";0
53;"ESPAÑA";"Vitoria-Gasteiz";"Colegio Público";"SAN IGNACIO";"01001322";"Centro público";0
54;"ESPAÑA";"Vitoria-Gasteiz";"Centro Privado con varias Enseñanzas de Régimen General";"SAN VIATOR";"01001334";"Centro privado";1
55;"ESPAÑA";"Vitoria-Gasteiz";"Centro Privado con varias Enseñanzas de Régimen General";"SANTA MARIA";"01001346";"Centro privado";1
56;"ESPAÑA";"Vitoria-Gasteiz";"Centro Privado con varias Enseñanzas de Régimen General";"VERA CRUZ";"01001358";"Centro privado";1
57;"ESPAÑA";"Vitoria-Gasteiz";"Centro Privado con varias Enseñanzas de Régimen General";"HOGAR SAN JOSE";"01001383";"Centro privado";1
58;"ESPAÑA";"Vitoria-Gasteiz";"Centro Privado con varias Enseñanzas de Régimen General";"NAZARET";"01001395";"Centro privado";1
59;"ESPAÑA";"Vitoria-Gasteiz";"Centro Privado de Educación de Personas Adultas (Presencial)";"BERMAR-C.DE EPA";"01001413";"Centro privado";2
60;"ESPAÑA";"Vitoria-Gasteiz";"Centro Privado de Educación Infantil";"ALAVA";"01001437";"Centro privado";2
61;"ESPAÑA";"Vitoria-Gasteiz";"Centro Privado de Educación Infantil";"NTRA.SRA.DE LA ESPERANZA";"01001450";"Centro privado";2
62;"ESPAÑA";"Vitoria-Gasteiz";"Instituto de Educación Secundaria (IES)";"FEDERICO BARAIBAR";"01001498";"Centro público";0
63;"ESPAÑA";"Vitoria-Gasteiz";"Instituto de Educación Secundaria (IES)";"FRANCISCO DE VITORIA";"01001504";"Centro público";0
64;"ESPAÑA";"Vitoria-Gasteiz";"Centro Público de Enseñanza a Distancia";"INST.BACH.A DIST.-I.B.D.RAMIRO DE MAEZTU";"01001516";"Centro público";0
65;"ESPAÑA";"Vitoria-Gasteiz";"Centro Privado de Educación Secundaria";"DIOCESANAS";"01001528";"Centro privado";2
66;"ESPAÑA";"Vitoria-Gasteiz";"Centro Privado de Educación Secundaria";"JESÚS OBRERO";"01001531";"Centro privado";2
67;"ESPAÑA";"Vitoria-Gasteiz";"Instituto de Educación Secundaria (IES)";"CIUDAD JARDÍN";"01001541";"Centro público";0
68;"ESPAÑA";"Vitoria-Gasteiz";"Instituto de Formación Profesional";"MENDIZABALA";"01001553";"Centro público";0
69;"ESPAÑA";"Vitoria-Gasteiz";"Colegio Público";"EULOGIO GOMEZ";"01001565";"Centro público";0
70;"ESPAÑA";"Vitoria-Gasteiz";"Centro Privado con varias Enseñanzas de Régimen General";"CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA ""CEU VIRGEN NIÑA""";"01001590";"Centro privado";1
71;"ESPAÑA";"Vitoria-Gasteiz";"Instituto de Formación Profesional";"C.DE PROMOCION P.Y SOCIAL";"01001607";"Centro público";0
72;"ESPAÑA";"Murgia";"Colegio Público";"VIRGEN DE ORO";"01001619";"Centro público";0
73;"ESPAÑA";"Vitoria-Gasteiz";"Colegio Público";"UMANDI IKASTOLA";"01001701";"Centro público";0
74;"ESPAÑA";"Vitoria-Gasteiz";"Instituto de Educación Secundaria (IES)";"LOS HERRAN";"01001772";"Centro público";0
75;"ESPAÑA";"Salvatierra o Agurain";"Instituto de Educación Secundaria (IES)";"ANITURRI";"01001784";"Centro público";0
76;"ESPAÑA";"Murgia";"Instituto de Educación Secundaria (IES)";"MURGIA";"01001796";"Centro público";0
77;"ESPAÑA";"Vitoria-Gasteiz";"Colegio Público";"PADRE ORBISO";"01001887";"Centro público";0
78;"ESPAÑA";"Durana";"Centro Integrado (Varias enseñanzas de Régimen General)";"IKAS - BIDEA IKASTOLA";"01001929";"Centro público";0
79;"ESPAÑA";"Vitoria-Gasteiz";"Centro Público de Educación de Personas Adultas (Presencial)";"PABLO FREIRE";"01001981";"Centro público";0
80;"ESPAÑA";"Menagarai";"Centro Privado de Educación  Especial";"C.E.E.AMOR MISERICORDIOSO";"01001991";"Centro privado";2
81;"ESPAÑA";"Laudio/Llodio";"Centro Privado con varias Enseñanzas de Régimen General";"LAUDIO IKASTOLA";"01002004";"Centro privado";1
82;"ESPAÑA";"Vitoria-Gasteiz";"Centro Privado de Música o Danza";"MUSICO FERNANDO ALBERTO-FERNANDEZ";"01002016";"Centro privado";2
83;"ESPAÑA";"Vitoria-Gasteiz";"Conservatorio de Música o Danza";"JESUS GURIDI";"01002028";"Centro público";0
84;"ESPAÑA";"Vitoria-Gasteiz";"Centro Privado de Artes Plásticas y Diseño";"ESCUELA DIOCESANA";"01002065";"Centro privado";2
85;"ESPAÑA";"Vitoria-Gasteiz";"Escuela de Arte";"VITORIA-GASTEIZ";"01002077";"Centro público";0
86;"ESPAÑA";"Vitoria-Gasteiz";"Centro Privado de Formación Profesional Específica";"BERMAR";"01002090";"Centro privado";2
87;"ESPAÑA";"Vitoria-Gasteiz";"Centro Privado de Educación de Personas Adultas (Presencial)";"ACADEMIA MOLINUEVO-C.DE EPA";"01002144";"Centro privado";2
88;"ESPAÑA";"Vitoria-Gasteiz";"Colegio Público";"IKASTOLA PEDRO IGNACIO BARRUTIA";"01002156";"Centro público";0
89;"ESPAÑA";"Vitoria-Gasteiz";"Colegio Público";"LANDAZURI IKASTOLA";"01002168";"Centro público";0
90;"ESPAÑA";"Vitoria-Gasteiz";"Colegio Público";"ARANZABELA IKASTOLA";"01002171";"Centro público";0
91;"ESPAÑA";"Vitoria-Gasteiz";"Colegio Público";"ABENDAÑO IKASTOLA";"01002181";"Centro público";0
92;"ESPAÑA";"Vitoria-Gasteiz";"Escuela Privada de Música y/o Danza";"UDABERRIA (ELEM)";"01002201";"Centro privado";2
93;"ESPAÑA";"Vitoria-Gasteiz";"Colegio Público";"TOKI EDER IKASTOLA";"01002211";"Centro público";0
94;"ESPAÑA";"Salvatierra o Agurain";"Colegio Público";"PEDRO LOPE DE LARREA IKASTOLA";"01002223";"Centro público";0
95;"ESPAÑA";"Vitoria-Gasteiz";"Centro Público de Enseñanza a Distancia";"CE.VASCO EDUC.BASICA A DISTANCIA-CEVEBAD";"01002247";"Centro público";0
96;"ESPAÑA";"Laudio/Llodio";"Centro Público de Educación de Personas Adultas (Presencial)";"CENTRO PÚBLICO DE EDUCACIÓN DE PERSONAS ADULTAS DE Laudio/Llodio";"01002259";"Centro público";0
97;"ESPAÑA";"Durana";"Instituto de Educación Secundaria (IES)";"IKAS - BIDEA";"01002272";"Centro público";0
98;"ESPAÑA";"Vitoria-Gasteiz";"Colegio Público de Educación Especial";"GORBEIALDE";"01002296";"Centro público";0
99;"ESPAÑA";"Vitoria-Gasteiz";"Colegio Público";"ADURZA IKASTOLA (ITURRITXU IKASTOLA)";"01002302";"Centro público";0
100;"ESPAÑA";"Vitoria-Gasteiz";"Colegio Público";"ODON DE APRAIZ IKASTOLA";"01002314";"Centro público";0
101;"ESPAÑA";"Salvatierra o Agurain";"Escuela Pública de Música y/o Danza";"AGURAIN";"01002338";"Centro público";0
102;"ESPAÑA";"Santa Cruz de Campezo/Santikurutze Kanpezu";"Instituto de Educación Secundaria (IES)";"DE CAMPEZO";"01002454";"Centro público";0
103;"ESPAÑA";"Vitoria-Gasteiz";"Instituto de Educación Secundaria (IES)";"KOLDO MITXELENA";"01002478";"Centro público";0
104;"ESPAÑA";"Vitoria-Gasteiz";"Centro Público de Educación de Personas Adultas (Presencial)";"NTRA. SRA. DEL CARMEN";"01002481";"Centro público";0
105;"ESPAÑA";"Legutiano";"Escuela Pública de Música y/o Danza";"ESC.MUN.DE MUSICA DE LEGUTIANO";"01002491";"Centro público";0
106;"ESPAÑA";"Vitoria-Gasteiz";"Centro Privado de Educación Infantil";"CENTRO DOCENTE SALESAS";"01002545";"Centro privado";2
107;"ESPAÑA";"Gamarra Mayor/Gamarra Nagusia";"Instituto de Educación Secundaria (IES)";"HOSTELERÍA";"01002557";"Centro público";0
108;"ESPAÑA";"Vitoria-Gasteiz";"Escuela Oficial de Idiomas (EOI)";"VITORIA";"01002569";"Centro público";0
109;"ESPAÑA";"Amurrio";"Centro Privado con varias Enseñanzas de Régimen General";"ARESKETA IKASTOLA";"01002570";"Centro privado";1
110;"ESPAÑA";"Arespalditza/Respaldiza";"Colegio Público";"ETXAURREN IKASTOLA";"01002582";"Centro público";0
111;"ESPAÑA";"Lapuebla de Labarca";"Centro Privado con varias Enseñanzas de Régimen General";"ASSA IKASTOLA";"01002594";"Centro privado";1
112;"ESPAÑA";"Oyon-Oion";"Centro Privado con varias Enseñanzas de Régimen General";"SAN VICENTE IKASTOLA";"01002600";"Centro privado";1
113;"ESPAÑA";"Abetxuko";"Colegio Público";"ABETXUKO IKASTOLA";"01002612";"Centro público";0
114;"ESPAÑA";"Vitoria-Gasteiz";"Instituto de Educación Secundaria (IES)";"MIGUEL DE UNAMUNO";"01002624";"Centro público";0
115;"ESPAÑA";"Vitoria-Gasteiz";"Instituto de Educación Secundaria (IES)";"TECN.DE LA CONSTRUCCION";"01002636";"Centro público";0
116;"ESPAÑA";"Labastida";"Centro Privado con varias Enseñanzas de Régimen General";"BASTIDA IKASTOLA";"01002648";"Centro privado";1
117;"ESPAÑA";"Villabuena de Alava/Eskuernaga";"Centro Privado de Educación Infantil";"ESKUERNAGA IKASTOLA";"01002651";"Centro privado";2
118;"ESPAÑA";"Amurrio";"Escuela Pública de Música y/o Danza";"AMURRIO MUSIKA ESKOLA PUBLIKOA";"01002661";"Centro público";0
119;"ESPAÑA";"Laudio/Llodio";"Centro Privado de Música o Danza";"LANDALUZE MUSIKALTEGIA";"01002673";"Centro privado";2
120;"ESPAÑA";"Vitoria-Gasteiz";"Escuela Privada de Música y/o Danza";"VEDRUNA";"01002685";"Centro privado";2
121;"ESPAÑA";"Vitoria-Gasteiz";"Escuela Pública de Música y/o Danza";"LUIS ARAMBURU";"01002697";"Centro público";0
122;"ESPAÑA";"Crispijana/Krispiñana";"Centro Privado con varias Enseñanzas de Régimen General";"ARMENTIA IKASTOLA";"01002703";"Centro privado";1
123;"ESPAÑA";"Baños de Ebro/Mañueta";"Centro Privado de Educación Infantil";"MAINUETA IKASTOLA";"01002752";"Centro privado";2
124;"ESPAÑA";"Albeiz/Albeniz";"Escuela Pública de Música y/o Danza";"ASPARRENA";"01002764";"Centro público";0
125;"ESPAÑA";"Lanciego/Lantziego";"Colegio Público";"LANTZIEGO IKASTOLA";"01002788";"Centro público";0
126;"ESPAÑA";"Santa Cruz de Campezo/Santikurutze Kanpezu";"Colegio Público";"NTRA.SRA. DE IBERNALO IKASTOLA";"01002791";"Centro público";0
127;"ESPAÑA";"Legutiano";"Colegio Público";"GARAZI";"01002806";"Centro público";0
128;"ESPAÑA";"Laudio/Llodio";"Colegio Público";"LATEORRO";"01002818";"Centro público";0
129;"ESPAÑA";"Alegria-Dulantzi";"Escuela Pública de Música y/o Danza";"DULANTZI";"01002821";"Centro público";0
130;"ESPAÑA";"Nanclares de la Oca/Langraiz Oka";"Instituto de Educación Secundaria (IES)";"BADAIA";"01002843";"Centro público";0
131;"ESPAÑA";"Vitoria-Gasteiz";"Instituto de Educación Secundaria (IES)";"EKIALDEA";"01002855";"Centro público";0
132;"ESPAÑA";"Vitoria-Gasteiz";"Instituto de Educación Secundaria (IES)";"MENDEBALDEA";"01002867";"Centro público";0
133;"ESPAÑA";"Vitoria-Gasteiz";"Instituto de Educación Secundaria (IES)";"SAMANIEGO";"01002879";"Centro público";0
134;"ESPAÑA";"Amurrio";"Colegio Público";"LUCAS REY-MATIAS LANDABURU";"01002880";"Centro público";0
135;"ESPAÑA";"Laudio/Llodio";"Colegio Público";"LAMUZA";"01002892";"Centro público";0
136;"ESPAÑA";"Vitoria-Gasteiz";"Colegio Público";"JUDIZMENDI-CANCILLER AYALA";"01002909";"Centro público";0
137;"ESPAÑA";"Vitoria-Gasteiz";"Colegio Público";"ARANBIZKARRA IKASTOLA";"01002910";"Centro público";0
138;"ESPAÑA";"Vitoria-Gasteiz";"Colegio Público";"DIVINO MAESTRO-MARIA DE MAEZTU";"01002922";"Centro público";0
139;"ESPAÑA";"Vitoria-Gasteiz";"Colegio Público";"LUIS ELEJALDE-ROGELIA DE ALVARO";"01002946";"Centro público";0
140;"ESPAÑA";"Vitoria-Gasteiz";"Colegio Público";"LZ.DE GUEREÑU-JOSE MARDONES";"01002958";"Centro público";0
141;"ESPAÑA";"Vitoria-Gasteiz";"Colegio Público";"VALLE INCLAN-IGNACIO ALDECOA-N.S.ITZIAR";"01002961";"Centro público";0
142;"ESPAÑA";"Vitoria-Gasteiz";"Colegio Público";"ANGEL GANIVET-IZARRA-STA.LUCIA";"01002971";"Centro público";0
143;"ESPAÑA";"Amurrio";"Instituto de Educación Secundaria (IES)";"ZARAOBE";"01002983";"Centro público";0
144;"ESPAÑA";"Laudio/Llodio";"Instituto de Educación Secundaria (IES)";"IES LAUDIO BHI";"01002995";"Centro público";0
145;"ESPAÑA";"Laguardia";"Instituto de Educación Secundaria (IES)";"SAMANIEGO-LAGUARDIA";"01003008";"Centro público";0
146;"ESPAÑA";"Vitoria-Gasteiz";"Conservatorio de Música o Danza";"JOSE URUÑUELA";"01003011";"Centro público";0
147;"ESPAÑA";"Vitoria-Gasteiz";"Escuela de Educación Infantil";"ARIZNABARRA";"01003033";"Centro público";0
148;"ESPAÑA";"Gopegi";"Colegio Público";"GORBEIA";"01003045";"Centro público";0
149;"ESPAÑA";"Samaniego";"Centro Privado de Educación Infantil";"SAMANIEGO IKASTOLA";"01003069";"Centro privado";2
150;"ESPAÑA";"Vitoria-Gasteiz";"Centro Privado de Formación Profesional Específica";"EUROPA";"01003070";"Centro privado";2
151;"ESPAÑA";"Izarra";"Escuela Pública de Música y/o Danza";"URKABUSTAIZ";"01003082";"Centro público";0
152;"ESPAÑA";"Labastida";"Escuela Privada de Música y/o Danza";"MARRATE";"01003151";"Centro privado";2
153;"ESPAÑA";"Villanueva de Valdegovia";"Escuela de Educación Infantil";"TXIMELETA";"01006162";"Centro público";0
154;"ESPAÑA";"Vitoria-Gasteiz";"Centro Privado de Educación Infantil";"PRIMEROS PASOS";"01006174";"Centro privado";2
155;"ESPAÑA";"Vitoria-Gasteiz";"Colegio Público";"IBAIONDO";"01006198";"Centro público";0
156;"ESPAÑA";"Vitoria-Gasteiz";"Centro Privado de Enseñanzas Deportivas";"ALAVA";"01006204";"Centro privado";2
157;"ESPAÑA";"Vitoria-Gasteiz";"Escuela de Educación Infantil";"SANSOMENDI";"01006277";"Centro público";0
158;"ESPAÑA";"Vitoria-Gasteiz";"Escuela de Educación Infantil";"ZARAMAGA";"01006319";"Centro público";0
159;"ESPAÑA";"Vitoria-Gasteiz";"Escuela de Educación Infantil";"HAURTZARO";"01006332";"Centro público";0
160;"ESPAÑA";"Vitoria-Gasteiz";"Escuela de Educación Infantil";"LOURDES LEJARRETA";"01006368";"Centro público";0
161;"ESPAÑA";"Zuaza/Zuhatza";"Escuela de Educación Infantil";"AIARAKO HAURRESKOLA-ETXAURREN";"01006401";"Centro público";0
162;"ESPAÑA";"Maeztu/Maestu";"Escuela de Educación Infantil";"ARRAIA-MEZTUKO HAURRESKOLA";"01006411";"Centro público";0
163;"ESPAÑA";"Narbaiza";"Escuela de Educación Infantil";"DONEMILIAGAKO HAURRESKILA-KISITURRI";"01006423";"Centro público";0
164;"ESPAÑA";"Vitoria-Gasteiz";"Escuela de Educación Infantil";"GASTEIZKO HAURRESKOLA-ALMUDENA CID";"01006435";"Centro público";0
165;"ESPAÑA";"Araia";"Escuela de Educación Infantil";"ASPARRENEKO HAURRESKOLA-ARATZ";"01006447";"Centro público";0
166;"ESPAÑA";"Berantevilla";"Escuela de Educación Infantil";"BERANTEVILLAKO HAURRESKOLA";"01006459";"Centro público";0
167;"ESPAÑA";"Bernedo";"Escuela de Educación Infantil";"BERNEDOKO HAURRESKOLA";"01006460";"Centro público";0
168;"ESPAÑA";"Vitoria-Gasteiz";"Escuela de Educación Infantil";"GASTEIZKO HAURRESKOLA-TXIRRINBIL";"01006472";"Centro público";0
169;"ESPAÑA";"Santa Cruz de Campezo/Santikurutze Kanpezu";"Escuela de Educación Infantil";"KAMPEZUKO HAURRESKOLA-IBERNALO";"01006484";"Centro público";0
170;"ESPAÑA";"Samaniego";"Escuela de Educación Infantil";"SAMANIEGOKO HAURRESKOLA";"01006496";"Centro público";0
171;"ESPAÑA";"Vitoria-Gasteiz";"Centro Privado de Educación Infantil";"KIMBA SAN MARTIN";"01006502";"Centro privado";2
172;"ESPAÑA";"Amurrio";"Centro Privado de Educación Infantil";"KILI KOLO";"01006514";"Centro privado";2
173;"ESPAÑA";"Vitoria-Gasteiz";"Centro Privado de Educación Infantil";"KIMBA ZABALGANA";"01006526";"Centro privado";2
174;"ESPAÑA";"Vitoria-Gasteiz";"Escuela de Educación Infantil";"GASTEIZKO HAURRESKOLA-TXANTXANGORRI";"01006538";"Centro público";0
175;"ESPAÑA";"Legutiano";"Escuela de Educación Infantil";"LEGUTIANOKO HAURRESKOLA";"01006541";"Centro público";0
176;"ESPAÑA";"Oyon-Oion";"Escuela de Educación Infantil";"OIONGO HAURRESKOLA-NEMO";"01006551";"Centro público";0
177;"ESPAÑA";"Pobes";"Escuela de Educación Infantil";"ERRIBERABEITIAKO HAURRESKOLA";"01006563";"Centro público";0
178;"ESPAÑA";"Vitoria-Gasteiz";"Escuela Privada de Música y/o Danza";"SANTA MARIA";"01006575";"Centro privado";2
179;"ESPAÑA";"Arexola";"Escuela de Educación Infantil";"ARAMAIOKO HAURRESKOLA-MASUSTA";"01006599";"Centro público";0
180;"ESPAÑA";"Vitoria-Gasteiz";"Escuela de Educación Infantil";"GASTEIZKO HAURRESKOLA-IBAIONDO";"01006617";"Centro público";0
181;"ESPAÑA";"Vitoria-Gasteiz";"Escuela de Educación Infantil";"GASTEIZKO HAURRESKOLA-ORTZADAR";"01006629";"Centro público";0
182;"ESPAÑA";"Nanclares de la Oca/Langraiz Oka";"Escuela de Educación Infantil";"IRUÑA OKAKO HAURRESKOLA-URDIÑA ISAR";"01006630";"Centro público";0
183;"ESPAÑA";"Laguardia";"Escuela de Educación Infantil";"IRUÑA OKAKO HAURRESKOLA-URDIÑA ISAR";"01006642";"Centro público";0
184;"ESPAÑA";"Vitoria-Gasteiz";"Escuela Privada de Música y/o Danza";"VIENA";"01006654";"Centro privado";2
185;"ESPAÑA";"Vitoria-Gasteiz";"Colegio Público";"CEP LAKUABIZKARRA LHI";"01006666";"Centro público";0
186;"ESPAÑA";"Vitoria-Gasteiz";"Colegio Público";"CEP ZABALGANA LHI";"01006678";"Centro público";0
187;"ESPAÑA";"Vitoria-Gasteiz";"Escuela de Educación Infantil";"ZABALGANA";"01006681";"Centro público";0
188;"ESPAÑA";"Amurrio";"Escuela de Educación Infantil";"AMURRIOKO HAURRESKOLA-TANTAKA";"01006691";"Centro público";0
189;"ESPAÑA";"Vitoria-Gasteiz";"Escuela de Educación Infantil";"GASTEIZKO HAURRESKOLA-ARIZNABARRA";"01006708";"Centro público";0
190;"ESPAÑA";"Izarra";"Escuela de Educación Infantil";"URKABUSTAIZKO HAURRESKOLA-SORGINGANE";"01006711";"Centro público";0
191;"ESPAÑA";"Vitoria-Gasteiz";"Centro Privado de Educación Infantil";"PAPITOS";"01006721";"Centro privado";2
192;"ESPAÑA";"Amurrio";"Escuela de Educación Infantil";"AMURRIOKO HAURRESKOLA-TIPI-TAPA";"01006733";"Centro público";0
193;"ESPAÑA";"Vitoria-Gasteiz";"Escuela de Educación Infantil";"GASTEIZKO HAURRESKOLA-SALBURUA";"01006745";"Centro público";0
194;"ESPAÑA";"Vitoria-Gasteiz";"Colegio Público";"COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA DE Vitoria-Gasteiz";"01006757";"Centro público";0
195;"ESPAÑA";"Vitoria-Gasteiz";"Centro Privado de Educación Infantil";"BAMBOO";"01006769";"Centro privado";2
196;"ESPAÑA";"Gopegi";"Escuela de Educación Infantil";"ZIGOITIKO HAURRESKOLA-GORBEIRA";"01006770";"Centro público";0
197;"ESPAÑA";"Sarria";"Escuela de Educación Infantil";"ZUIAKO HAURRESKOLA-POTXOKIAK";"01006782";"Centro público";0
198;"ESPAÑA";"Gauna";"Centro Privado con varias Enseñanzas de Régimen General";"GEROA ESKOLA-ESCUELA LIBRE";"01006794";"Centro privado";1
199;"ESPAÑA";"Vitoria-Gasteiz";"Centro Privado de Educación Infantil";"NIÑOS";"01006800";"Centro privado";2
200;"ESPAÑA";"Artziniega";"Escuela de Educación Infantil";"ARTZINIEGAKO HAURRESKOLA";"01006812";"Centro público";0
201;"ESPAÑA";"Laudio/Llodio";"Escuela de Educación Infantil";"LAUDIOKO HAURRESKOLA-MATXINTXU";"01006824";"Centro público";0
202;"ESPAÑA";"Vitoria-Gasteiz";"Escuela de Educación Infantil";"GASTEIZKO HAURRESKOLA-ARANA";"01006836";"Centro público";0
203;"ESPAÑA";"Vitoria-Gasteiz";"Escuela de Educación Infantil";"GASTEIZKO HAURRESKOLA-GLORIA FUERTES";"01006848";"Centro público";0
