"id";"Pais";"Localidad";"Denominación Genérica";"Denominación Específica";"Código";"Naturaleza";"Tipo"
14489;"ESPAÑA";"Ponferrada";"Colegio Público";"LA PLACA";24008332;"Centro público";0
14490;"ESPAÑA";"Ponferrada";"Instituto de Educación Secundaria (IES)";"GIL Y CARRASCO";24008381;"Centro público";0
14491;"ESPAÑA";"Ponferrada";"Instituto de Educación Secundaria (IES)";"ALVARO DE MENDAÑA";24008393;"Centro público";0
14492;"ESPAÑA";"Ponferrada";"Instituto de Educación Secundaria (IES)";"VIRGEN DE LA ENCINA";24008411;"Centro público";0
14493;"ESPAÑA";"La Robla";"Colegio Público";"EMILIA MENENDEZ";24009609;"Centro público";0
14494;"ESPAÑA";"La Robla";"Instituto de Educación Secundaria (IES)";"RAMIRO II";24009610;"Centro público";0
14495;"ESPAÑA";"La Robla";"Centro Privado de Formación Profesional Específica";"VIRGEN DEL BUEN SUCESO";24009622;"Centro privado";2
14496;"ESPAÑA";"Villamanin de la Tercia";"Colegio Público";"SANTA MARIA DE ARBAS";24009683;"Centro público";0
14497;"ESPAÑA";"Sahagun";"Colegio Público";"FRAY BERNARDINO SAHAGUN";24009890;"Centro público";0
14498;"ESPAÑA";"San Andres del Rabanedo";"Colegio Público";"TEODORO MARTINEZ GADAÑON";24010016;"Centro público";0
14499;"ESPAÑA";"San Andres del Rabanedo";"Centro Privado con varias Enseñanzas de Régimen General";"LA ANUNCIATA";24010031;"Centro privado";1
14500;"ESPAÑA";"Trobajo del Camino";"Colegio Público";"TREPALIO";24010077;"Centro público";0
14501;"ESPAÑA";"Santa Maria del Paramo";"Colegio Público";"BENITO LEON";24010958;"Centro público";0
14502;"ESPAÑA";"Santa Maria del Paramo";"Instituto de Educación Secundaria (IES)";"VALLES DEL LUNA";24010995;"Centro público";0
14503;"ESPAÑA";"Santa Maria del Paramo";"Instituto de Formación Profesional";"DE SANTA MARÍA DEL PÁRAMO";24011008;"Centro público";0
14504;"ESPAÑA";"Matarrosa del Sil";"Colegio Público";"SANTA BARBARA";24011811;"Centro público";0
14505;"ESPAÑA";"Toreno";"Colegio Público";"VALLADARES RODRIGUEZ";24011896;"Centro público";0
14506;"ESPAÑA";"Torre del Bierzo";"Colegio Público";"SANTA BARBARA";24012025;"Centro público";0
14507;"ESPAÑA";"Valderas";"Colegio Público";"NTRA.SRA.DEL SOCORRO";24012785;"Centro público";0
14508;"ESPAÑA";"Valderas";"Instituto de Educación Secundaria (IES)";"OCTAVIANO ANDRES";24012803;"Centro público";0
14509;"ESPAÑA";"Valencia de Don Juan";"Colegio Público";"BERNARDINO PEREZ";24013224;"Centro público";0
14510;"ESPAÑA";"La Virgen del Camino";"Colegio Público";"CAMINO DE SANTIAGO";24013315;"Centro público";0
14511;"ESPAÑA";"La Vecilla de Curueño";"Colegio Público";"SAN TIRSO";24013467;"Centro público";0
14512;"ESPAÑA";"Vega de Espinareda";"Colegio Público";"PIÑERA";24013571;"Centro público";0
14513;"ESPAÑA";"Caboalles de Abajo";"Colegio Público";"LA DEVESA";24013959;"Centro público";0
14514;"ESPAÑA";"Villablino";"Colegio Público";"GENERACION DEL 27";24014101;"Centro público";0
14515;"ESPAÑA";"Villablino";"Instituto de Educación Secundaria (IES)";"OBISPO ARGUELLES";24014150;"Centro público";0
14516;"ESPAÑA";"Villaseca de Laciana";"Colegio Público";"MANUEL BARRIO";24014216;"Centro público";0
14517;"ESPAÑA";"Villadangos del Paramo";"Colegio Público";"SANTIAGO APOSTOL";24014344;"Centro público";0
14518;"ESPAÑA";"Toral de los Vados";"Colegio Público";"MARIA LUISA UCIEDA GAVILANES";24014393;"Centro público";0
14519;"ESPAÑA";"Villafranca del Bierzo";"Centro Privado con varias Enseñanzas de Régimen General";"DIVINA PASTORA";24014605;"Centro privado";1
14520;"ESPAÑA";"Villafranca del Bierzo";"Colegio Público";"SAN LORENZO DE BRINDIS";24014617;"Centro público";0
14521;"ESPAÑA";"Villafranca del Bierzo";"Instituto de Educación Secundaria (IES)";"PADRE SARMIENTO";24014630;"Centro público";0
14522;"ESPAÑA";"Veguellina de Orbigo";"Colegio Público";"MARTIN MONREAL";24015397;"Centro público";0
14523;"ESPAÑA";"Veguellina de Orbigo";"Instituto de Educación Secundaria (IES)";"RIO ORBIGO";24015403;"Centro público";0
14524;"ESPAÑA";"Mansilla de las Mulas";"Colegio Público";"PEDRO ARAGONES ALONSO";24016031;"Centro público";0
14525;"ESPAÑA";"Veguellina de Orbigo";"Centro Privado de Educación  Especial";"SAN JUAN EVANGELISTA";24016043;"Centro privado";2
14526;"ESPAÑA";"Fabero";"Colegio Público";"LA CORTINA";24016080;"Centro público";0
14527;"ESPAÑA";"Fuentes Nuevas";"Colegio Público de Educación Especial";"BERGIDUM";24016092;"Centro público";0
14528;"ESPAÑA";"Canales-La Magdalena";"Colegio Público";"LA BIESCA";24016201;"Centro público";0
14529;"ESPAÑA";"Bembibre";"Instituto de Educación Secundaria (IES)";"ALVARO YAÑEZ";24016225;"Centro público";0
14530;"ESPAÑA";"Almazcara";"Instituto de Formación Profesional";"DE CAPACITACION AGRARIA";24016237;"Centro público";0
14531;"ESPAÑA";"Ponferrada";"Colegio Público";"SAN ANTONIO";24016250;"Centro público";0
14532;"ESPAÑA";"Leon";"Colegio Público";"ANTONIO DE VALBUENA";24016274;"Centro público";0
14533;"ESPAÑA";"Ciñera";"Colegio Público";"SAN MIGUEL ARCANGEL";24016286;"Centro público";0
14534;"ESPAÑA";"Leon";"Colegio Público";"DE PRACTICAS";24016331;"Centro público";0
14535;"ESPAÑA";"Ponferrada";"Colegio Público";"PEÑALBA";24016407;"Centro público";0
14536;"ESPAÑA";"Bembibre";"Colegio Público";"SANTA BARBARA";24016456;"Centro público";0
14537;"ESPAÑA";"Villabalter";"Instituto de Educación Secundaria (IES)";"SAN ANDRÉS";24016481;"Centro público";0
14538;"ESPAÑA";"San Andres del Rabanedo";"Centro Privado de Educación Infantil";"CARLOS MARIA";24016535;"Centro privado";2
14539;"ESPAÑA";"Leon";"Colegio Público";"LA PALOMERA";24016547;"Centro público";0
14540;"ESPAÑA";"Ponferrada";"Centro Público de Educación de Personas Adultas (Presencial)";"RAMON CARNICER";24016559;"Centro público";0
14541;"ESPAÑA";"Ponferrada";"Instituto de Educación Secundaria (IES)";"FUENTESNUEVAS";24016584;"Centro público";0
14542;"ESPAÑA";"Ponferrada";"Residencia";"ESCUELA HOGAR DE Ponferrada";24016596;"Centro público";0
14543;"ESPAÑA";"Villablino";"Instituto de Educación Secundaria (IES)";"VALLE DE LACIANA";24016602;"Centro público";0
14544;"ESPAÑA";"La Bañeza";"Colegio Público";"TELENO";24016614;"Centro público";0
14545;"ESPAÑA";"Astorga";"Centro Privado con varias Enseñanzas de Régimen General";"LA SALLE";24016641;"Centro privado";1
14546;"ESPAÑA";"Leon";"Centro Público de Educación de Personas Adultas (Presencial)";"SIERRA PAMBLEY";24016699;"Centro público";0
14547;"ESPAÑA";"Hospital de Orbigo";"Centro Privado de Formación Profesional Específica";"COLEGIO SIERRA PAMBLEY";24016705;"Centro privado";2
14548;"ESPAÑA";"Leon";"Residencia";"NIÑO JESUS";24016742;"Centro público";0
14549;"ESPAÑA";"Leon";"Conservatorio de Música o Danza";"JOSE CASTRO OVEJERO";24016781;"Centro público";0
14550;"ESPAÑA";"Leon";"Escuela Superior de Artes Plásticas y Diseño";"ESCUELA DE ARTE Y SUPERIOR DE DISEÑO Y CONSERVACIÓN DE BINES CULTURALES DE LEON";24016791;"Centro público";0
14551;"ESPAÑA";"Armunia";"Colegio Público";"GUMERSINDO AZCARATE";24016894;"Centro público";0
14552;"ESPAÑA";"Toreno";"Instituto de Educación Secundaria (IES)";"LA GANDARA";24016912;"Centro público";0
14553;"ESPAÑA";"Astorga";"Centro Privado con varias Enseñanzas de Régimen General";"SEMINARIO MENOR DIOCESANO";24017060;"Centro privado";1
14554;"ESPAÑA";"Ponferrada";"Colegio Público";"CAMPO DE LOS JUDIOS";24017205;"Centro público";0
14555;"ESPAÑA";"Villablino";"Centro Público de Educación de Personas Adultas (Presencial)";"SIERRA PAMBLEY";24017266;"Centro público";0
14556;"ESPAÑA";"Ponferrada";"Colegio Público";"COMPOSTILLA";24017278;"Centro público";0
14557;"ESPAÑA";"Leon";"Colegio Público";"LA GRANJA";24017308;"Centro público";0
14558;"ESPAÑA";"Ponferrada";"Conservatorio de Música o Danza";"CRISTOBAL HALFFTER";24017369;"Centro público";0
14559;"ESPAÑA";"Leon";"Escuela Oficial de Idiomas (EOI)";"E.O.I.DE LEON";24017370;"Centro público";0
14560;"ESPAÑA";"Villablino";"Escuela de Educación Infantil";"TIERNO GALVAN";24017448;"Centro público";0
14561;"ESPAÑA";"Bembibre";"Escuela de Educación Infantil";"PRADOLUENGO";24017451;"Centro público";0
14562;"ESPAÑA";"Leon";"Instituto de Educación Secundaria (IES)";"LANCIA";24017497;"Centro público";0
14563;"ESPAÑA";"Ponferrada";"Escuela Oficial de Idiomas (EOI)";"E.O.I.DE PONFERRADA";24017503;"Centro público";0
14564;"ESPAÑA";"Astorga";"Conservatorio de Música o Danza";"ANGEL BARJA";24017679;"Centro público";0
14565;"ESPAÑA";"Astorga";"Escuela Oficial de Idiomas (EOI)";"E.O.I.DE ASTORGA";24017722;"Centro público";0
14566;"ESPAÑA";"Leon";"Instituto de Educación Secundaria (IES)";"CLAUDIO SANCHEZ ALBORNOZ";24017734;"Centro público";0
14567;"ESPAÑA";"Ponferrada";"Colegio Público";"VALENTIN GARCIA YEBRA";24017795;"Centro público";0
14568;"ESPAÑA";"Leon";"Centro Privado de Educación Secundaria";"MARIA AUXILIADORA";24017801;"Centro privado";2
14569;"ESPAÑA";"Leon";"Instituto de Educación Secundaria (IES)";"ERAS DE RENUEVA";24017904;"Centro público";0
14570;"ESPAÑA";"Ponferrada";"Instituto de Educación Secundaria (IES)";"EUROPA";24017916;"Centro público";0
14571;"ESPAÑA";"Astorga";"Centro Público de Educación de Personas Adultas (Presencial)";"LYDA";24017928;"Centro público";0
14572;"ESPAÑA";"Villablino";"Colegio Público";"SAN MIGUEL";24017953;"Centro público";0
14573;"ESPAÑA";"Camponaraya";"Centro Privado de Educación Secundaria";"LA INMACULADA";24017965;"Centro privado";2
14574;"ESPAÑA";"Leon";"Centro Privado de Educación  Especial";"SAN NICOLAS DE BARI";24017977;"Centro privado";2
14575;"ESPAÑA";"Trobajo del Cerecedo";"Colegio Público";"DE TROBAJO DEL CERECEDO";24017990;"Centro público";0
14576;"ESPAÑA";"Destriana";"Colegio Público";"VALLE DEL DUERNA";24018003;"Centro público";0
14577;"ESPAÑA";"Toral de los Guzmanes";"Colegio Público";"VEGA DEL ESLA";24018027;"Centro público";0
14578;"ESPAÑA";"Armellada";"Colegio Público";"C.R.A.";24018039;"Centro público";0
14579;"ESPAÑA";"Las Ventas de Albares";"Colegio Público";"VALLE DEL BOEZA";24018040;"Centro público";0
14580;"ESPAÑA";"Huergas de Babia";"Colegio Público";"BABIA";24018052;"Centro público";0
14581;"ESPAÑA";"Villaquejida";"Colegio Público";"RUTA DE LA PLATA";24018064;"Centro público";0
14582;"ESPAÑA";"Puente de Domingo Florez";"Colegio Público";"DE PUENTE DE DOMINGO FLOREZ";24018076;"Centro público";0
14583;"ESPAÑA";"Bustillo del Paramo";"Colegio Público";"BUSTILLO DEL PARAMO";24018088;"Centro público";0
14584;"ESPAÑA";"Quilos";"Colegio Público";"C.R.A.";24018091;"Centro público";0
14585;"ESPAÑA";"Valdevimbre";"Colegio Público";"LOS TRES VALLES";24018106;"Centro público";0
14586;"ESPAÑA";"Carucedo";"Colegio Público";"CARUCEDO";24018118;"Centro público";0
14587;"ESPAÑA";"Cubillos del Sil";"Colegio Público";"CUBILLOS DEL SIL";24018121;"Centro público";0
14588;"ESPAÑA";"Columbrianos";"Colegio Público";"ALBORADA";24018131;"Centro público";0
14589;"ESPAÑA";"Jimenez de Jamuz";"Colegio Público";"ERIA-JAMUZ";24018143;"Centro público";0
14590;"ESPAÑA";"Alija del Infantado";"Colegio Público";"ALIJA DEL INFANTADO";24018155;"Centro público";0
14591;"ESPAÑA";"Villanueva de Carrizo";"Colegio Público";"TRES RIOS";24018167;"Centro público";0
14592;"ESPAÑA";"Lorenzana";"Colegio Público";"MAESTRO EMILIO A.";24018179;"Centro público";0
14593;"ESPAÑA";"Villager de Laciana";"Colegio Público";"VILLAGER DE LACIANA";24018180;"Centro público";0
14594;"ESPAÑA";"Toral de Merayo";"Colegio Público";"TORAL DE MERAYO";24018192;"Centro público";0
14595;"ESPAÑA";"Matachana";"Colegio Público";"EL REDONDAL";24018209;"Centro público";0
14596;"ESPAÑA";"Cistierna";"Instituto de Educación Secundaria (IES)";"VADINIA";24018210;"Centro público";0
14597;"ESPAÑA";"Fabero";"Instituto de Educación Secundaria (IES)";"BEATRIZ OSSORIO";24018222;"Centro público";0
14598;"ESPAÑA";"Sahagun";"Instituto de Educación Secundaria (IES)";"NO CONSTA";24018234;"Centro público";0
14599;"ESPAÑA";"Almanza";"Colegio Público";"ALMANSA";24018258;"Centro público";0
14600;"ESPAÑA";"El Burgo Ranero";"Colegio Público";"BURGOS RANERO (EL)";24018261;"Centro público";0
14601;"ESPAÑA";"La Granja de San Vicente";"Colegio Público";"LA GRANJA DE SAN VICENTE";24018271;"Centro público";0
14602;"ESPAÑA";"Hospital de Orbigo";"Colegio Público";"C.R.A. HOSPITAL DE ORBIGO";24018283;"Centro público";0
14603;"ESPAÑA";"Laguna Dalga";"Colegio Público";"LAGUNA DALGA";24018295;"Centro público";0
14604;"ESPAÑA";"Lillo del Bierzo";"Colegio Público";"LILLO DEL BIERZO";24018301;"Centro público";0
14605;"ESPAÑA";"Navatejera";"Colegio Público";"C.R.A. DE NAVATEJERA";24018313;"Centro público";0
14606;"ESPAÑA";"Noceda";"Colegio Público";"C.R.A.";24018325;"Centro público";0
14607;"ESPAÑA";"Olleros de Sabero";"Colegio Público";"SANTA BARBARA";24018337;"Centro público";0
14608;"ESPAÑA";"Paramo del Sil";"Colegio Público";"PARAMO DEL SIL";24018349;"Centro público";0
14609;"ESPAÑA";"Posada de Valdeon";"Colegio Público";"C.R.A.";24018350;"Centro público";0
14610;"ESPAÑA";"Puebla de Lillo";"Colegio Público";"C.R.A.";24018362;"Centro público";0
14611;"ESPAÑA";"Puente Almuhey";"Colegio Público";"C.R.A.";24018386;"Centro público";0
14612;"ESPAÑA";"Quintana de Rueda";"Colegio Público";"DE QUINTANA DE RUEDA";24018398;"Centro público";0
14613;"ESPAÑA";"Quintanilla de Losada";"Colegio Público";"C.R.A .CABRERA";24018404;"Centro público";0
14614;"ESPAÑA";"Riaño";"Colegio Público";"RIAÑO";24018416;"Centro público";0
14615;"ESPAÑA";"Riello";"Colegio Público";"C.R.A.";24018428;"Centro público";0
14616;"ESPAÑA";"San Cristobal de la Polantera";"Colegio Público";"SAN CRISTOBAL DE LA POLANTERA";24018431;"Centro público";0
14617;"ESPAÑA";"San Justo de la Vega";"Colegio Público";"VEGACEMAR";24018441;"Centro público";0
14618;"ESPAÑA";"Santa Marina del Rey";"Colegio Público";"DE SANTA MARINA DEL REY";24018453;"Centro público";0
14619;"ESPAÑA";"Santibañez de Porma";"Colegio Público";"C.R.A.";24018465;"Centro público";0
14620;"ESPAÑA";"Silvan";"Colegio Público";"C.R.A.";24018477;"Centro público";0
14621;"ESPAÑA";"Soto de la Vega";"Colegio Público";"DE SOTO DE LA VEGA";24018489;"Centro público";0
14622;"ESPAÑA";"Tremor de Arriba";"Colegio Público";"DE TREMOR DE ARRIBA";24018490;"Centro público";0
14623;"ESPAÑA";"Vega de Valcarce";"Colegio Público";"MARCIAL ALVAREZ CELA";24018507;"Centro público";0
14624;"ESPAÑA";"Villacedre";"Colegio Público";"VILLACEDRE";24018519;"Centro público";0
14625;"ESPAÑA";"La Robla";"Escuela Pública de Música y/o Danza";"MUNICIPAL";24018520;"Centro público";0
14626;"ESPAÑA";"Villamañan";"Colegio Público";"VILLAMAÑAN";24018532;"Centro público";0
14627;"ESPAÑA";"Valencia de Don Juan";"Instituto de Educación Secundaria (IES)";"FERNANDO I";24018544;"Centro público";0
14628;"ESPAÑA";"Fabero";"Escuela Pública de Música y/o Danza";"ANDRES SEGOVIA";24018556;"Centro público";0
14629;"ESPAÑA";"San Andres del Rabanedo";"Escuela Pública de Música y/o Danza";"ANGEL BARJA";24018568;"Centro público";0
14630;"ESPAÑA";"Valencia de Don Juan";"Escuela Pública de Música y/o Danza";"ESCUELA MUNICIPAL DE MÚSICA";24018571;"Centro público";0
14631;"ESPAÑA";"Villablino";"Escuela Pública de Música y/o Danza";"LACIANA";24018581;"Centro público";0
14632;"ESPAÑA";"Bembibre";"Centro Público de Educación de Personas Adultas (Presencial)";"MAESTRA SUSANA GONZALEZ";24018601;"Centro público";0
14633;"ESPAÑA";"Trobajo del Camino";"Centro Público de Educación de Personas Adultas (Presencial)";"CONCHA CASADO";24018659;"Centro público";0
14634;"ESPAÑA";"Leon";"Centro Privado de Educación  Especial";"LA LUZ";24018696;"Centro privado";2
14635;"ESPAÑA";"Leon";"Centro Privado con varias Enseñanzas de Régimen General";"PEÑACORADA";24018702;"Centro privado";1
14636;"ESPAÑA";"Leon";"Centro Privado de Educación Secundaria";"SEMINA.MENOR NTRA.MADRE DEL BUEN CONSEJO";24018714;"Centro privado";2
14637;"ESPAÑA";"Leon";"Escuela Pública de Música y/o Danza";"MUNICIPAL";24018726;"Centro público";0
14638;"ESPAÑA";"Mansilla de las Mulas";"Instituto de Educación Secundaria (IES)";"ASTURA";24018738;"Centro público";0
14639;"ESPAÑA";"La Pola de Gordon";"Instituto de Educación Secundaria (IES)";"DE LA ROBLA";24018741;"Centro público";0
14640;"ESPAÑA";"Puente de Domingo Florez";"Instituto de Educación Secundaria (IES)";"DE PONFERRADA";24018751;"Centro público";0
14641;"ESPAÑA";"Tremor de Arriba";"Instituto de Educación Secundaria (IES)";"DE BEMBIBRE";24018763;"Centro público";0
14642;"ESPAÑA";"Astorga";"Instituto de Educación Secundaria (IES)";"DE ASTORGA";24018775;"Centro público";0
14643;"ESPAÑA";"Boñar";"Instituto de Educación Secundaria (IES)";"PABLO DIEZ";24018787;"Centro público";0
14644;"ESPAÑA";"Leon";"Centro Público de Educación de Personas Adultas (Presencial)";"FAUSTINA ALVAREZ GARCIA";24018799;"Centro público";0
14645;"ESPAÑA";"Leon";"Escuela de Educación Infantil";"LA INMACULADA";24018817;"Centro público";0
14646;"ESPAÑA";"Leon";"Escuela de Educación Infantil";"PARQUE DE LOS REYES";24018829;"Centro público";0
14647;"ESPAÑA";"Leon";"Escuela de Educación Infantil";"SAN PEDRO";24018830;"Centro público";0
14648;"ESPAÑA";"Leon";"Escuela de Educación Infantil";"VIUDA DE CADENAS";24018842;"Centro público";0
14649;"ESPAÑA";"Ponferrada";"Escuela de Educación Infantil";"LA GUIANA";24018854;"Centro público";0
14650;"ESPAÑA";"Leon";"Centro Privado de Educación Infantil";"PICCOLO";24018891;"Centro privado";2
14651;"ESPAÑA";"Leon";"Centro Privado de Educación Infantil";"HOGAR DE LA ESPERANZA";24018908;"Centro privado";2
14652;"ESPAÑA";"Ponferrada";"Centro Privado de Educación Infantil";"BERGIDUM";24021919;"Centro privado";2
14653;"ESPAÑA";"Ponferrada";"Centro Privado de Educación Infantil";"CASA SANTA MONICA";24021920;"Centro privado";2
14654;"ESPAÑA";"Navatejera";"Centro Privado de Educación Infantil";"ARCO IRIS";24021932;"Centro privado";2
14655;"ESPAÑA";"Bembibre";"Escuela de Educación Infantil";"ESCUELA MUNICIPAL DE BEMBIBRE";24021944;"Centro público";0
14656;"ESPAÑA";"Leon";"Centro Privado de Música o Danza";"CONTRAPUNTO";24021971;"Centro privado";2
14657;"ESPAÑA";"Leon";"Colegio Público";"CAMINO DEL NORTE";24021981;"Centro público";0
14658;"ESPAÑA";"Astorga";"Escuela Pública de Música y/o Danza";"ESCUELA MUNICIPAL DE MUSICA DE ASTORGA";24021993;"Centro público";0
14659;"ESPAÑA";"Leon";"Centro Privado de Formación Profesional Específica";"CLARÍN";24022006;"Centro privado";2
14660;"ESPAÑA";"Villafranca del Bierzo";"Escuela Pública de Música y/o Danza";"ESCUELA MUNICIPAL DE MUSICA D.PEDRO HALFFTER CARO";24022018;"Centro público";0
14661;"ESPAÑA";"Ponferrada";"Escuela Privada de Música y/o Danza";"CIUDAD DE PONFERRADA";24022021;"Centro privado";2
14662;"ESPAÑA";"Leon";"Centro Privado de Educación  Especial";"CENTRO DOCENTE AUTISMO LEON";24022031;"Centro privado";2
14663;"ESPAÑA";"Cacabelos";"Conservatorio de Música o Danza";"ESCUELA MUNICIPAL DE MÚSICA HERMANOS SÁNCHEZ CARRALERO";24022043;"Centro público";0
14664;"ESPAÑA";"La Bañeza";"Escuela Pública de Música y/o Danza";"ESCUELA MUNICIPAL DE MÚSICA ODÓN ALONSO ORDÁS";24022055;"Centro público";0
14665;"ESPAÑA";"San Andres del Rabanedo";"Escuela de Educación Infantil";"HERMANA CARMEN GOMEZ";24022067;"Centro público";0
14666;"ESPAÑA";"Bembibre";"Escuela Pública de Música y/o Danza";"BEATRIZ OSORIO";24022079;"Centro público";0
14667;"ESPAÑA";"Ponferrada";"Escuela Privada de Música y/o Danza";"COPPELIA";24022080;"Centro privado";2
14668;"ESPAÑA";"Sahagun";"Escuela Pública de Música y/o Danza";"ESCUELA DE MÚSICA DE SAHAGÚN";24022092;"Centro público";0
14669;"ESPAÑA";"La Virgen del Camino";"Escuela Pública de Música y/o Danza";"ESCUELA MUNICIPAL DE MÚSICA LA VIRGEN DEL CAMINO";24022110;"Centro público";0
14670;"ESPAÑA";"Leon";"Conservatorio de Música o Danza";"CONSERVATORIO PROFESIONAL DE MÚSICA DE LEÓN";24022122;"Centro público";0
14671;"ESPAÑA";"Leon";"Escuela Privada de Música y/o Danza";"ESCUELA DE DANZA DE LEÓN";24022134;"Centro privado";2
14672;"ESPAÑA";"Benavides de Orbigo";"Escuela Pública de Música y/o Danza";"ESCUELA MUNICIPAL DE MÚSICA DE BENAVIDES DE ÓRBIGO";24022146;"Centro público";0
14673;"ESPAÑA";"Leon";"Centro Privado de Música o Danza";"PEÑACORADA";24022158;"Centro privado";2
14674;"ESPAÑA";"Villaobispo de las Regueras";"Colegio Público";"LOS ADILES";24022171;"Centro público";0
14675;"ESPAÑA";"Ponferrada";"Colegio Público";"PONFERRADA XII";24022183;"Centro público";0
14676;"ESPAÑA";"Leon";"Centro Público Integrado de Formación Profesional";"CEFP DE LEÓN";24022195;"Centro público";0
14677;"ESPAÑA";"Ponferrada";"Escuela de Educación Infantil";"CAMINO DE SANTIAGO";24022201;"Centro público";0
14678;"ESPAÑA";"Leon";"Escuela Pública de Música y/o Danza";"COPPELIALEÓN";24022213;"Centro público";0
14679;"ESPAÑA";"Leon";"Centro Privado de Educación Infantil";"PEQUELANDIA";24022225;"Centro privado";2
14680;"ESPAÑA";"Ponferrada";"Centro Privado de Formación Profesional Específica";"CONFORTEC";24022237;"Centro privado";2
14681;"ESPAÑA";"Navatejera";"Colegio Público";"VILLA ROMANA";24022249;"Centro público";0
14682;"ESPAÑA";"Leon";"Centro Público Integrado de Formación Profesional";"CIUDAD DE LEÓN";24022250;"Centro público";0
14683;"ESPAÑA";"Santa Maria del Paramo";"Escuela de Educación Infantil";"EL PARQUE";24022262;"Centro público";0
14684;"ESPAÑA";"Camponaraya";"Escuela de Educación Infantil";"LA CERCA";24022274;"Centro público";0
14685;"ESPAÑA";"Cistierna";"Escuela de Educación Infantil";"SANTA BÁRBARA";24022286;"Centro público";0
14686;"ESPAÑA";"Valencia de Don Juan";"Escuela de Educación Infantil";"PEQUECOYANZA";24022298;"Centro público";0
14687;"ESPAÑA";"Carrizo de la Ribera";"Escuela de Educación Infantil";"EL COLE DE COLORES";24022304;"Centro público";0
14688;"ESPAÑA";"Villaquilambre";"Escuela de Educación Infantil";"ALTO SOL";24022316;"Centro público";0
14689;"ESPAÑA";"Villaquilambre";"Escuela de Educación Infantil";"LA CIGÜEÑA";24022328;"Centro público";0
14690;"ESPAÑA";"La Virgen del Camino";"Centro Docente de Formación Militar";"ACADEMIA BÁSICA DEL AIRE";24022331;"Centro público";0
14691;"ESPAÑA";"Ager";"Colegio Público";"Andreu Farran - ZER Montsec";25000031;"Centro público";0
14692;"ESPAÑA";"Agramunt";"Colegio Público";"Macià-Companys";25000067;"Centro público";0
14693;"ESPAÑA";"Agramunt";"Centro Privado con varias Enseñanzas de Régimen General";"Mare de Déu del Socós";25000080;"Centro privado";1
14694;"ESPAÑA";"Els Alamus";"Colegio Público";"Arrels - ZER l'Horta de Lleida";25000110;"Centro público";0
14695;"ESPAÑA";"Alas";"Colegio Público";"Sant Esteve - ZER Urgellet";25000122;"Centro público";0
14696;"ESPAÑA";"L'Albages";"Colegio Público";"Mare de Déu de Montserrat - ZER Vall de l'Aranyó";25000146;"Centro público";0
14697;"ESPAÑA";"Albatarrec";"Colegio Público";"Sant Salvador";25000158;"Centro público";0
14698;"ESPAÑA";"Albesa";"Colegio Público";"L'Àlber";25000161;"Centro público";0
14699;"ESPAÑA";"L'Albi";"Colegio Público";"Els Aubis - ZER Riu Set";25000171;"Centro público";0
14700;"ESPAÑA";"Alcano";"Colegio Público";"d'Alcanó - ZER L'Eral";25000183;"Centro público";0
14701;"ESPAÑA";"Alcarras";"Colegio Público";"Comtes de Torregrossa";25000195;"Centro público";0
14702;"ESPAÑA";"Alcoletge";"Colegio Público";"Mare de Déu del Carme";25000225;"Centro público";0
14703;"ESPAÑA";"Alfarras";"Instituto de Formación Profesional";"d'Alfarràs";25000250;"Centro público";0
14704;"ESPAÑA";"Alfes";"Colegio Público";"d'Alfés - ZER L'Eral";25000274;"Centro público";0
14705;"ESPAÑA";"Algerri";"Colegio Público";"Sant Blai - ZER Serra Llarga";25000286;"Centro público";0
14706;"ESPAÑA";"Alins";"Colegio Público";"d'Alins - ZER Alt Pallars Sobirà";25000316;"Centro público";0
14707;"ESPAÑA";"Almacelles";"Colegio Público";"Antònia Simó Arnó";25000341;"Centro público";0
14708;"ESPAÑA";"Almatret";"Colegio Público";"Sant Miquel - ZER L'Oliver";25000407;"Centro público";0
14709;"ESPAÑA";"Almenar";"Centro Privado de Educación Infantil";"Espígol";25000420;"Centro privado";2
14710;"ESPAÑA";"Alpicat";"Colegio Público";"Doctor Serés";25000468;"Centro público";0
14711;"ESPAÑA";"Alpicat";"Centro Privado con varias Enseñanzas de Régimen General";"Terraferma";25000471;"Centro privado";1
14712;"ESPAÑA";"Gimenells";"Colegio Público";"Sant Isidre - ZER Ponent";25000481;"Centro público";0
14713;"ESPAÑA";"Pla de la Font";"Colegio Público";"Inocencio Pardos - ZER Ponent";25000511;"Centro público";0
14714;"ESPAÑA";"Arties";"Colegio Público";"Loseron - ZER Val d'Aran";25000535;"Centro público";0
14715;"ESPAÑA";"Gessa";"Colegio Público";"Sant Martí - ZER Val d'Aran";25000559;"Centro público";0
14716;"ESPAÑA";"Salardu";"Colegio Público";"Ruda - ZER Val d'Aran";25000560;"Centro público";0
14717;"ESPAÑA";"Anglesola";"Colegio Público";"Santa Creu";25000584;"Centro público";0
14718;"ESPAÑA";"Arbeca";"Colegio Público";"Albirka";25000602;"Centro público";0
14719;"ESPAÑA";"Artesa de Lleida";"Colegio Público";"Els Til.lers";25000626;"Centro público";0
14720;"ESPAÑA";"Artesa de Segre";"Colegio Público";"Els Planells";25000638;"Centro público";0
14721;"ESPAÑA";"La Sentiu de Sio";"Colegio Público";"Mare de Déu de la Guardiola - ZER El Romaní";25000675;"Centro público";0
